event_code,lot_number,plate_raw,hammer_price_gbp,predicted_price_gbp,valuation_low_gbp,valuation_central_gbp,valuation_high_gbp,predicted_value_tier,collectibility_score,collectibility_segment,premium_collectibility_group,recommended_sales_path,sales_path_reason,recommended_fixed_price_gbp,recommended_reserve_price_gbp,specialist_review_required,specialist_review_reason,commercial_opportunity_flag
B278,41,A55 EES,4710.0,789.2034160574428,630.0,790.0,990.0,Entry,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,870.0,,0,standard_automated_path,standard_monitoring
B278,42,A171 ESB,200.0,575.3024685051089,460.0,580.0,720.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,material_valuation_gap_review
B278,43,A41 EXX,2610.0,996.7990672272184,800.0,1000.0,1250.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1100.0,,0,standard_automated_path,standard_monitoring
B278,44,A77 EYA,730.0,616.9566933973109,490.0,620.0,770.0,Entry,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,standard_monitoring
B278,45,AFE 19C,360.0,1096.0239839127908,880.0,1100.0,1370.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1210.0,,0,standard_automated_path,material_valuation_gap_review
B278,46,AFF 44K,1010.0,1723.8009943716656,1380.0,1720.0,2150.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1890.0,,0,standard_automated_path,material_valuation_gap_review
B278,47,A71 FUL,560.0,585.4076261663663,470.0,590.0,730.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,standard_monitoring
B278,48,AFY 1A,5510.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,standard_monitoring
B278,49,350 AG,5550.0,4564.484374155627,3650.0,4560.0,5710.0,Upper Core,20,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3190.0,0,standard_automated_path,standard_monitoring
B278,50,2020 AG,3860.0,3091.5515773780685,2470.0,3090.0,3860.0,Upper Core,8,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2160.0,0,standard_automated_path,standard_monitoring
B278,51,AGO 111L,840.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,material_valuation_gap_review
B278,52,AHA 44D,4890.0,1723.8009943716656,1380.0,1720.0,2150.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1890.0,,0,standard_automated_path,standard_monitoring
B278,53,A55 HAH,3030.0,782.039655792497,630.0,780.0,980.0,Entry,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,860.0,,0,standard_automated_path,standard_monitoring
B278,54,A755 HAM,1470.0,814.1865355335887,650.0,810.0,1020.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,890.0,,0,standard_automated_path,standard_monitoring
B278,55,A45 HAX,1600.0,895.6733222937195,720.0,900.0,1120.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,990.0,,0,standard_automated_path,standard_monitoring
B278,56,A31 HCC,360.0,586.5033025100469,470.0,590.0,730.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,material_valuation_gap_review
B278,57,AH65 MED,3200.0,1255.292026151701,1000.0,1260.0,1570.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1390.0,,0,standard_automated_path,standard_monitoring
B278,58,AHM 3T,14890.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,59,A400 HRC,600.0,510.1014813763989,410.0,510.0,640.0,Entry,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,560.0,,0,standard_automated_path,standard_monitoring
B278,60,AHW 31R,300.0,1017.9150663982982,810.0,1020.0,1270.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1120.0,,0,standard_automated_path,material_valuation_gap_review
B278,61,512 AJA,2760.0,2042.103547652474,1630.0,2040.0,2550.0,Core,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2240.0,,0,standard_automated_path,standard_monitoring
B278,62,93 AJE,2910.0,2883.1011203452513,2310.0,2880.0,3600.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2020.0,0,standard_automated_path,standard_monitoring
B278,63,A77 JEV,200.0,607.5130582028148,490.0,610.0,760.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,material_valuation_gap_review
B278,64,AJK 3R,1610.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,65,32 AJM,6110.0,3085.5711837738395,2470.0,3090.0,3860.0,Upper Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,66,AJM 40L,2150.0,1017.0805947449036,810.0,1020.0,1270.0,Core,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1120.0,,0,standard_automated_path,standard_monitoring
B278,67,A77 JOL,300.0,607.5130582028148,490.0,610.0,760.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,material_valuation_gap_review
B278,68,AJO 5S,1610.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,69,28 AJP,5110.0,3101.763931475962,2480.0,3100.0,3880.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2170.0,0,standard_automated_path,standard_monitoring
B278,70,200 AJS,3210.0,2005.9347083232535,1600.0,2010.0,2510.0,Core,13,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2210.0,,0,standard_automated_path,standard_monitoring
B278,71,AJS 64X,840.0,1182.7674288703363,950.0,1180.0,1480.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1300.0,,0,standard_automated_path,standard_monitoring
B278,72,AJW 3D,2410.0,1813.9001091453863,1450.0,1810.0,2270.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1990.0,,0,standard_automated_path,standard_monitoring
B278,73,3000 AK,3110.0,3063.4476522196596,2450.0,3060.0,3830.0,Upper Core,8,Standard,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2140.0,0,standard_automated_path,standard_monitoring
B278,74,AKA 444L,12000.0,1355.3635825191598,1080.0,1360.0,1690.0,Core,25,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,75,AKA 1X,4710.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,standard_monitoring
B278,76,AKE 12S,1510.0,1411.10022839641,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,77,AKH 9N,10010.0,1961.7966666928587,1570.0,1960.0,2450.0,Core,40,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,78,AKH 4T,760.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,material_valuation_gap_review
B278,79,AKS 44Y,1590.0,1296.0099250015587,1040.0,1300.0,1620.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1430.0,,0,standard_automated_path,standard_monitoring
B278,80,AKW 605S,590.0,939.9343852472706,750.0,940.0,1170.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1030.0,,0,standard_automated_path,material_valuation_gap_review
B278,81,ALF 22C,1110.0,1351.414576551443,1080.0,1350.0,1690.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1490.0,,0,standard_automated_path,standard_monitoring
B278,82,ALF 230D,920.0,854.636517148098,680.0,850.0,1070.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,940.0,,0,standard_automated_path,standard_monitoring
B278,83,ALF 21J,1350.0,1198.966101280855,960.0,1200.0,1500.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1320.0,,0,standard_automated_path,standard_monitoring
B278,84,ALF 113M,4220.0,1062.2420535111626,850.0,1060.0,1330.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,85,ALH 4S,3000.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,86,A75 LJW,350.0,545.3539949335677,440.0,550.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,600.0,,0,standard_automated_path,material_valuation_gap_review
B278,87,ALM 454A,540.0,1145.504966279471,920.0,1150.0,1430.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1260.0,,0,standard_automated_path,material_valuation_gap_review
B278,88,A747 LOR,1110.0,563.3333716780901,450.0,560.0,700.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,620.0,,0,standard_automated_path,standard_monitoring
B278,89,ALV 66S,960.0,1255.0468051864782,1000.0,1260.0,1570.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1390.0,,0,standard_automated_path,standard_monitoring
B278,90,ALY 8X,2010.0,1786.5298548089866,1430.0,1790.0,2230.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1970.0,,0,standard_automated_path,standard_monitoring
B278,91,955 AM,5910.0,4758.195766537461,3810.0,4760.0,5950.0,Upper Core,18,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,92,AMA 99D,2900.0,1189.9686574654709,950.0,1190.0,1490.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,standard_monitoring
B278,93,AMA 511H,1010.0,1164.178910610161,930.0,1160.0,1460.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1280.0,,0,standard_automated_path,standard_monitoring
B278,94,AMA 47N,7010.0,1280.1315428732744,1020.0,1280.0,1600.0,Core,17,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,95,AMA 14X,1630.0,1448.143327672646,1160.0,1450.0,1810.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1600.0,,0,standard_automated_path,standard_monitoring
B278,96,AM67 BER,2010.0,1239.413985745711,990.0,1240.0,1550.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1360.0,,0,standard_automated_path,standard_monitoring
B278,97,AMC 1B,3540.0,1939.9466309201107,1550.0,1940.0,2420.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2130.0,,0,standard_automated_path,standard_monitoring
B278,98,A81 MCC,1010.0,955.8436787935864,760.0,960.0,1190.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,standard_monitoring
B278,99,AMD 805S,2530.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,100,AME 114W,3070.0,1035.6593949029557,830.0,1040.0,1290.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1140.0,,0,standard_automated_path,standard_monitoring
B278,101,AMG 848Y,6310.0,846.9424674061969,680.0,850.0,1060.0,Entry,8,Standard,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,102,AMM 5S,6080.0,2217.1883849182595,1770.0,2220.0,2770.0,Core,37,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,103,AMR 175A,4150.0,957.438717357506,770.0,960.0,1200.0,Entry,7,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,standard_monitoring
B278,104,A54 MSH,250.0,542.8476258919313,430.0,540.0,680.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,590.0,,0,standard_automated_path,material_valuation_gap_review
B278,105,AMZ 8,8060.0,4661.462639535393,3730.0,4660.0,5830.0,Upper Core,62,Trophy Candidate,Premium + Collectible,Specialist Review,very_high_structural_collectibility,,,1,very_high_structural_collectibility,specialist_assessment
B278,106,85 ANA,4220.0,3448.6713821099806,2760.0,3450.0,4310.0,Upper Core,27,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2420.0,0,standard_automated_path,standard_monitoring
B278,107,ANA 221E,520.0,1041.0495962395837,830.0,1040.0,1300.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1140.0,,0,standard_automated_path,material_valuation_gap_review
B278,108,ANG 311K,1510.0,1135.5582926133638,910.0,1140.0,1420.0,Core,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,109,210 ANH,1600.0,1924.7303058895031,1540.0,1920.0,2410.0,Core,18,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2110.0,,0,standard_automated_path,standard_monitoring
B278,110,71 ANJ,2910.0,3075.927319325723,2460.0,3080.0,3840.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2160.0,0,standard_automated_path,standard_monitoring
B278,111,ANJ 14M,2520.0,1407.550776549357,1130.0,1410.0,1760.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1550.0,,0,standard_automated_path,standard_monitoring
B278,112,A31 NNA,3010.0,714.1054201196071,570.0,710.0,890.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,780.0,,0,standard_automated_path,standard_monitoring
B278,113,ANN 8G,2510.0,1969.1897884841455,1580.0,1970.0,2460.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2170.0,,0,standard_automated_path,standard_monitoring
B278,114,A81 NNN,350.0,1080.916255283123,860.0,1080.0,1350.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1190.0,,0,standard_automated_path,material_valuation_gap_review
B278,115,ANO 14N,1010.0,1448.143327672646,1160.0,1450.0,1810.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1600.0,,0,standard_automated_path,standard_monitoring
B278,116,210 ANS,5710.0,1924.7303058895031,1540.0,1920.0,2410.0,Core,18,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,117,70 ANT,6210.0,2696.066838251672,2160.0,2700.0,3370.0,Upper Core,30,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,118,ANT 96F,1510.0,1074.796657476286,860.0,1070.0,1340.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1180.0,,0,standard_automated_path,standard_monitoring
B278,119,ANT 515N,610.0,1192.822506699961,950.0,1190.0,1490.0,Core,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,material_valuation_gap_review
B278,120,ANU 54N,2810.0,1168.5166546132514,930.0,1170.0,1460.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1290.0,,0,standard_automated_path,standard_monitoring
B278,121,ANU 805S,1240.0,1136.9826124745314,910.0,1140.0,1420.0,Core,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1250.0,,0,standard_automated_path,standard_monitoring
B278,122,A69 OLY,460.0,519.5422074017425,420.0,520.0,650.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,570.0,,0,standard_automated_path,standard_monitoring
B278,123,A222 OMP,230.0,643.2303699293014,510.0,640.0,800.0,Entry,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,700.0,,0,standard_automated_path,material_valuation_gap_review
B278,124,A77 ONV,500.0,607.5130582028148,490.0,610.0,760.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,670.0,,0,standard_automated_path,standard_monitoring
B278,125,A60 OTH,3800.0,585.6274405583308,470.0,590.0,730.0,Entry,20,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,650.0,,0,standard_automated_path,standard_monitoring
B278,126,880 AR,6100.0,4407.710998947357,3530.0,4410.0,5510.0,Upper Core,23,Distinctive,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,127,A81 RAM,4630.0,800.228335304377,640.0,800.0,1000.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,880.0,,0,standard_automated_path,standard_monitoring
B278,128,ARA 18X,900.0,1088.0642429788666,870.0,1090.0,1360.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1200.0,,0,standard_automated_path,standard_monitoring
B278,129,A113 RAY,1000.0,705.7847591139227,560.0,710.0,880.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,780.0,,0,standard_automated_path,standard_monitoring
B278,130,A111 RBC,1010.0,871.4434323875914,700.0,870.0,1090.0,Entry,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,standard_monitoring
B278,131,A81 RCS,200.0,639.4933432988394,510.0,640.0,800.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,700.0,,0,standard_automated_path,material_valuation_gap_review
B278,132,ARD 111C,1110.0,1519.2150355434285,1220.0,1520.0,1900.0,Core,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,standard_monitoring
B278,133,A81 REE,220.0,955.8436787935864,760.0,960.0,1190.0,Entry,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1060.0,,0,standard_automated_path,material_valuation_gap_review
B278,134,AR75 HUR,1910.0,2121.7711822095525,1700.0,2120.0,2650.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2330.0,,0,standard_automated_path,standard_monitoring
B278,135,A95 RML,210.0,514.4589080742799,410.0,510.0,640.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,560.0,,0,standard_automated_path,material_valuation_gap_review
B278,136,ARO 1A,1600.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,standard_monitoring
B278,137,A68 ROY,660.0,514.5600227181485,410.0,510.0,640.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,560.0,,0,standard_automated_path,standard_monitoring
B278,138,A258 RUN,510.0,517.2902778443697,410.0,520.0,650.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,570.0,,0,standard_automated_path,standard_monitoring
B278,139,AS 6277,2000.0,1227.4436989296444,980.0,1230.0,1530.0,Core,3,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1350.0,,0,standard_automated_path,standard_monitoring
B278,140,ASA 444D,2870.0,1355.3635825191598,1080.0,1360.0,1690.0,Core,25,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1500.0,,0,standard_automated_path,standard_monitoring
B278,141,A505 SAM,2560.0,649.2154034459305,520.0,650.0,810.0,Entry,10,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,720.0,,0,standard_automated_path,standard_monitoring
B278,142,88 ASC,6010.0,3575.5874978822867,2860.0,3580.0,4470.0,Upper Core,43,Collectible,Premium Value Only,Specialist Review,high_market_value_not_fully_explained,,,1,high_market_value_not_fully_explained,specialist_assessment
B278,143,ASC 11A,860.0,1672.026408661004,1340.0,1670.0,2090.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1840.0,,0,standard_automated_path,material_valuation_gap_review
B278,144,ASH 5D,4010.0,1735.0472505647415,1390.0,1740.0,2170.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,145,ASH 18H,4020.0,1088.0642429788666,870.0,1090.0,1360.0,Core,17,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1200.0,,0,standard_automated_path,standard_monitoring
B278,146,ASH 2N,3700.0,1784.1526254470914,1430.0,1780.0,2230.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1960.0,,0,standard_automated_path,standard_monitoring
B278,147,ASH 99X,3110.0,1398.9691997850423,1120.0,1400.0,1750.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1540.0,,0,standard_automated_path,standard_monitoring
B278,148,29 ASK,4690.0,3087.9336264276453,2470.0,3090.0,3860.0,Upper Core,25,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2160.0,0,standard_automated_path,standard_monitoring
B278,149,AS68 KEW,260.0,1064.741408200671,850.0,1060.0,1330.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,material_valuation_gap_review
B278,150,A111 SLY,760.0,871.4434323875914,700.0,870.0,1090.0,Entry,23,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,standard_monitoring
B278,151,ASM 33R,560.0,1185.83918834579,950.0,1190.0,1480.0,Core,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1310.0,,0,standard_automated_path,material_valuation_gap_review
B278,152,4 ASN,9530.0,5389.850214362014,4310.0,5390.0,6740.0,Premium,57,High Collectible,Premium + Collectible,Premium Auction / Showcase,high_collectibility_and_high_predicted_value,,3500.0,0,standard_automated_path,standard_monitoring
B278,153,AS25 TON,1410.0,3005.988877133689,2400.0,3010.0,3760.0,Upper Core,15,Distinctive,Standard Portfolio,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,2110.0,0,standard_automated_path,material_valuation_gap_review
B278,154,A575 SUP,200.0,622.5662019336237,500.0,620.0,780.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,680.0,,0,standard_automated_path,material_valuation_gap_review
B278,155,ATK 7N,2510.0,1737.658338673371,1390.0,1740.0,2170.0,Core,40,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1910.0,,0,standard_automated_path,standard_monitoring
B278,156,A87 TRH,230.0,573.4816832995883,460.0,570.0,720.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,630.0,,0,standard_automated_path,material_valuation_gap_review
B278,157,A944 TSE,310.0,575.5038520271727,460.0,580.0,720.0,Entry,8,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,640.0,,0,standard_automated_path,material_valuation_gap_review
B278,158,A44 UBC,240.0,910.2244382114678,730.0,910.0,1140.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1000.0,,0,standard_automated_path,material_valuation_gap_review
B278,159,A812 UCE,1110.0,496.59741939643794,400.0,500.0,620.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,550.0,,0,standard_automated_path,standard_monitoring
B278,160,A55 UCH,1000.0,632.5561415952334,510.0,630.0,790.0,Entry,33,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,690.0,,0,standard_automated_path,standard_monitoring
B278,161,AUD 217T,430.0,874.2135598312105,700.0,870.0,1090.0,Entry,5,Standard,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,960.0,,0,standard_automated_path,material_valuation_gap_review
B278,162,AUM 24R,710.0,1060.658504960875,850.0,1060.0,1330.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,163,AUR 4H,3990.0,1823.295655001023,1460.0,1820.0,2280.0,Core,35,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2000.0,,0,standard_automated_path,standard_monitoring
B278,164,AVA 321K,1110.0,801.9230068043876,640.0,800.0,1000.0,Entry,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,880.0,,0,standard_automated_path,standard_monitoring
B278,165,AVD 1D,2220.0,2030.0440053586656,1620.0,2030.0,2540.0,Core,42,Collectible,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,2230.0,,0,standard_automated_path,standard_monitoring
B278,166,AVI 3,18010.0,4731.744405186643,3790.0,4730.0,5910.0,Upper Core,57,High Collectible,Premium + Collectible,Standard Auction,meaningful_upside_and_competitive_bidding_potential,,3310.0,0,standard_automated_path,standard_monitoring
B278,168,AVR 24J,1370.0,1060.658504960875,850.0,1060.0,1330.0,Core,15,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1170.0,,0,standard_automated_path,standard_monitoring
B278,169,AVZ 100,650.0,1516.4587398653764,1210.0,1520.0,1900.0,Core,18,Distinctive,Standard Portfolio,Fixed Price,standard_asset_with_limited_auction_upside,1670.0,,0,standard_automated_path,material_valuation_gap_review
